fare_amount,distance_km,passenger_count,hour,weekday,month,is_peak,is_night,is_weekend,pickup_borough,dropoff_borough,cluster,segment_label,is_high_fare,pickup_latitude,pickup_longitude
4.0,0.17239300956890966,5,16,4,8,1,0,0,0,0,2,Budget,0,40.714535,-74.002368
4.1,0.8303360505166394,2,21,0,1,0,0,0,0,0,3,Standard,0,40.720837,-73.997582
5.3,1.902670824157661,1,12,0,5,0,0,0,0,0,3,Standard,0,40.780111,-73.981445
8.5,2.4258275772629805,1,9,5,3,1,0,1,2,4,2,Budget,0,40.78081893920898,-73.94651794433594
18.0,2.8936531186814975,1,19,2,6,1,0,0,0,0,2,Budget,1,40.732592,-73.9953
16.0,4.409108412876485,2,16,4,11,1,0,0,0,0,2,Budget,1,40.784465,-73.97895
5.5,1.1930209059359496,1,18,1,2,1,0,0,4,4,2,Budget,0,40.778415,-73.952197
10.5,4.733045444793965,2,18,0,2,1,0,0,0,0,2,Budget,0,40.763664,-73.97336700000001
7.3,2.027817311293092,1,17,0,6,1,0,0,1,0,2,Budget,0,40.699668,-73.991062
20.9,1.7998744924358563,2,21,1,7,0,0,0,2,4,3,Standard,1,40.746087,-73.94462
4.1,0.6127813242758179,1,18,3,7,1,0,0,4,4,2,Budget,0,40.76528,-73.967618
32.5,14.129015264135754,5,2,5,12,0,1,1,0,1,1,Premium,1,40.743015,-74.003838
20.5,0.2462029889950031,1,9,0,1,1,0,0,0,0,2,Budget,1,40.709343,-74.010278
7.5,1.5043508476653094,1,22,1,8,0,1,0,0,0,3,Standard,0,40.755695,-73.97286
3.7,0.5331632592497595,1,15,2,12,0,0,0,4,4,3,Standard,0,40.770629,-73.956884
12.5,3.240742036011756,4,22,4,11,0,1,0,0,0,3,Standard,1,40.756749,-73.986272
31.5,7.315880079983971,1,16,6,6,1,0,1,0,1,1,Premium,1,40.758757,-73.989317
13.5,3.0894864910071664,1,9,0,6,1,0,0,0,0,2,Budget,1,40.787009000000005,-73.977813
10.5,1.517126621207138,1,18,0,6,1,0,0,0,0,2,Budget,0,40.727397,-73.999495
7.0,1.8780543190474945,1,7,5,1,1,0,1,0,4,2,Budget,0,40.794830322265625,-73.9717025756836
12.5,1.064325482405804,2,19,3,12,1,0,0,0,0,2,Budget,1,40.756482,-73.972789
7.3,2.113130999396265,1,22,1,3,0,1,0,1,2,3,Standard,0,40.721425,-73.844435
14.9,5.633701403809694,5,20,4,4,1,0,0,0,4,2,Budget,1,40.745418,-73.998405
16.0,4.994877848026822,1,22,6,11,0,1,1,0,4,3,Standard,1,40.7495,-73.991647
14.5,4.27247305932009,2,16,1,12,1,0,0,0,2,2,Budget,1,40.750812,-73.990667
6.1,2.1513973187642415,1,22,3,10,0,1,0,0,0,3,Standard,0,40.726542,-73.986343
8.5,1.930978475000036,1,13,2,5,0,0,0,0,0,3,Standard,0,40.749985,-73.971968
3.7,1.079290725009822,1,18,2,5,1,0,0,0,4,2,Budget,0,40.762813,-73.972514
12.1,6.624484158691823,3,15,5,4,0,0,1,0,4,3,Standard,0,40.72055,-73.989533
6.0,1.2117576353561645,6,12,1,2,0,0,0,4,4,3,Standard,0,40.77135,-73.95079
8.5,1.8042169158218875,1,21,3,7,0,0,0,0,4,3,Standard,0,40.787122,-73.977775
3.3,0.30306903138429925,1,23,4,5,0,1,0,0,0,3,Standard,0,40.728988,-73.990323
10.5,4.253661996660957,3,17,0,8,1,0,0,0,0,2,Budget,0,40.713505,-74.009235
16.9,5.889213992409877,1,20,5,11,1,0,1,0,4,2,Budget,1,40.743549,-73.99217
8.1,2.1910053820625506,5,12,1,8,0,0,0,0,0,3,Standard,0,40.72937,-73.997908
9.5,2.483661629234327,1,14,2,2,0,0,0,0,0,3,Standard,0,40.759578704833984,-73.9762954711914
5.7,0.9249156590346682,1,10,1,3,1,0,0,4,4,2,Budget,0,40.756391,-73.96142900000001
17.0,7.23492318269001,1,0,0,1,0,1,0,4,0,3,Standard,1,40.80513000488281,-73.9661865234375
14.0,3.24790999609234,6,14,0,11,0,0,0,0,0,3,Standard,1,40.707242,-74.01241999999999
6.5,1.9996881148341004,1,0,0,9,0,1,0,0,0,3,Standard,0,40.732933,-73.991355
8.9,2.630231379312289,1,20,3,2,1,0,0,0,0,2,Budget,0,40.755976,-73.97237
8.1,3.055892596303685,2,18,1,6,1,0,0,0,0,2,Budget,0,40.744967,-74.008647
16.5,4.916806671560701,2,9,1,9,1,0,0,0,0,2,Budget,1,40.75181,-73.982417
16.9,3.925678627770184,1,18,1,11,1,0,0,0,0,2,Budget,1,40.75203,-73.977698
21.0,8.947591377705278,1,1,4,2,0,1,0,0,1,3,Standard,1,40.735157,-73.991197
6.1,2.8516648705978955,5,2,5,2,0,1,1,0,0,3,Standard,0,40.71257,-74.009617
4.9,1.4387798717767126,1,23,4,2,0,1,0,4,0,3,Standard,0,40.770198,-73.961699
4.5,1.4119412571894028,2,20,5,11,1,0,1,2,4,2,Budget,0,40.790813,-73.942335
8.5,2.1509927096504975,1,20,5,3,1,0,1,0,0,2,Budget,0,40.76713943481445,-73.98970031738281
8.5,3.8235629728715574,1,20,1,4,1,0,0,0,4,2,Budget,0,40.756691,-73.982251
5.7,0.6544052387146172,1,13,2,9,0,0,0,4,4,3,Standard,0,40.77947,-73.957702
42.0,10.510715981714391,3,22,4,2,0,1,0,1,2,1,Premium,1,40.676272,-73.971698
5.3,1.3265420185296823,2,23,4,4,0,1,0,0,0,3,Standard,0,40.76058,-73.98963
8.9,2.513716118646983,1,8,0,7,1,0,0,0,4,2,Budget,0,40.752363,-73.978771
7.0,1.656341176541361,1,0,6,3,0,1,1,0,0,3,Standard,0,40.73416,-73.990695
12.0,4.137274065667679,1,19,0,11,1,0,0,4,0,2,Budget,0,40.762495,-73.96834399999999
2.9,0.3314794580078491,2,1,3,3,0,1,0,2,2,3,Standard,0,40.770267,-73.91792199999999
22.5,7.420583441662423,1,18,0,10,1,0,0,0,0,2,Budget,1,40.76376,-73.973672
6.0,1.313522014027623,1,16,5,8,1,0,1,4,4,2,Budget,0,40.816956,-73.957621
32.1,12.003086935214416,4,20,3,8,1,0,0,2,0,1,Premium,1,40.771117,-73.86636700000001
47.0,17.794908450821833,3,3,6,4,0,1,1,0,2,1,Premium,1,40.750957,-73.994407
7.5,2.109712887264985,1,18,3,5,1,0,0,2,4,2,Budget,0,40.79694,-73.949201
4.9,1.3837488531010937,1,14,0,11,0,0,0,0,0,3,Standard,0,40.73957,-73.991024
6.9,0.6741079387330096,3,12,4,6,0,0,0,0,0,3,Standard,0,40.7498,-73.9916
6.5,1.319404130448093,1,19,4,8,1,0,0,2,4,2,Budget,0,40.777245,-73.949187
7.7,2.068070712896524,5,17,3,8,1,0,0,0,2,2,Budget,0,40.764308,-73.970737
19.5,6.270898076415078,6,8,2,2,1,0,0,0,0,2,Budget,1,40.75218200683594,-73.97575378417969
7.5,1.255379450937673,1,18,0,9,1,0,0,4,4,2,Budget,0,40.767463,-73.966667
9.0,1.8909438985987106,2,17,1,7,1,0,0,0,0,2,Budget,0,40.738465000000005,-73.999842
4.1,0.5984008885315564,4,7,0,5,1,0,0,4,4,2,Budget,0,40.754935,-73.967315
6.9,1.518133855464747,5,19,3,8,1,0,0,0,0,2,Budget,0,40.755867,-73.983127
5.8,1.644527092731458,1,22,3,3,0,1,0,0,0,3,Standard,0,40.750201,-73.99124599999999
9.3,4.7171269933619815,5,9,4,9,1,0,0,0,4,2,Budget,0,40.719648,-73.98997
5.7,1.403954657299003,1,19,6,1,1,0,1,0,4,2,Budget,0,40.777871000000005,-73.97998299999999
10.1,3.952571727876538,1,13,5,7,0,0,1,4,0,3,Standard,0,40.798087,-73.96955799999999
20.0,5.603154168914874,3,10,5,7,1,0,1,0,1,2,Budget,1,40.745062,-73.980856
14.5,6.781389540785033,1,7,1,10,1,0,0,0,0,2,Budget,1,40.723771,-74.011222
10.5,4.464884538571695,3,6,1,2,0,0,0,4,0,3,Standard,0,40.776412,-73.9528
15.3,3.298173505175628,1,16,2,7,1,0,0,0,0,2,Budget,1,40.716235,-74.004352
12.5,1.9996960295098725,1,14,4,4,0,0,0,0,0,3,Standard,1,40.746887,-73.985445
13.7,6.403775958870151,1,15,5,1,0,0,1,0,0,3,Standard,1,40.701679,-74.012704
16.0,6.201829445471615,1,8,2,9,1,0,0,4,0,2,Budget,1,40.804572,-73.966565
6.5,2.28680711091589,1,17,5,1,1,0,1,4,4,2,Budget,0,40.787695,-73.95402800000001
13.7,3.214927407578789,2,8,5,12,1,0,1,4,0,2,Budget,1,40.774049,-73.961344
28.67,9.788899962739492,1,15,3,2,0,0,0,4,2,1,Premium,1,40.809258,-73.964384
6.1,1.9030030114104026,2,15,3,11,0,0,0,0,0,3,Standard,0,40.742538,-73.986775
15.7,5.339721304003566,1,9,1,3,1,0,0,0,0,2,Budget,1,40.765951,-73.990774
15.7,5.130198770258833,1,15,1,6,0,0,0,0,0,3,Standard,1,40.749836,-73.972388
5.5,1.0657615759966104,6,3,5,9,0,1,1,0,0,3,Standard,0,40.72254,-73.993252
10.9,2.364022906322603,1,16,2,7,1,0,0,0,0,2,Budget,0,40.759107,-73.97707700000001
9.0,3.043811482835015,1,23,5,12,0,1,1,0,0,3,Standard,0,40.748618,-73.98817
8.9,2.7381205042692156,2,20,2,8,1,0,0,0,0,2,Budget,0,40.748002,-74.00395999999999
3.5,1.1208619337113832,1,20,2,3,1,0,0,0,0,2,Budget,0,40.755922,-73.990477
11.7,3.9063843332385577,3,8,4,1,1,0,0,0,0,2,Budget,0,40.74498,-74.005902
8.1,3.152063768596238,1,19,1,1,1,0,0,0,0,2,Budget,0,40.764228,-73.983142
12.0,4.464622818916725,1,18,2,9,1,0,0,4,0,2,Budget,0,40.805582,-73.961943
14.5,5.020705089758125,1,8,1,2,1,0,0,0,0,2,Budget,1,40.762936,-73.97757
11.7,5.653796580884953,3,23,1,12,0,1,0,0,4,3,Standard,0,40.744653,-73.9851
10.5,3.1512273238509994,2,23,4,2,0,1,0,0,0,3,Standard,0,40.748717,-74.006695
13.5,2.2020041431107003,1,19,1,10,1,0,0,4,4,2,Budget,1,40.757792,-73.96988
11.3,2.6264163173649644,1,18,3,1,1,0,0,0,0,2,Budget,0,40.733202,-73.991112
14.5,5.625455531181537,1,9,3,12,1,0,0,4,0,2,Budget,1,40.760584,-73.958225
23.3,6.872216608447193,1,13,4,10,0,0,0,0,1,3,Standard,1,40.7422,-74.004518
12.0,3.078378315506846,1,15,1,9,0,0,0,0,0,3,Standard,0,40.762805,-73.985789
5.0,0.7479039782123196,1,11,1,12,0,0,0,2,2,3,Standard,0,40.777443,-73.948964
10.5,3.9837696243869236,2,21,2,10,0,0,0,0,0,3,Standard,0,40.7405,-74.00783
8.0,3.3305766817109825,1,19,5,3,1,0,1,0,4,2,Budget,0,40.762096,-73.974314
22.0,8.39435300049484,1,9,4,9,1,0,0,0,4,2,Budget,1,40.74632,-74.001187
4.9,1.1624998298360782,2,21,1,7,0,0,0,0,4,3,Standard,0,40.765693,-73.983003
2.5,2.9726624392380288,1,9,5,6,1,0,1,4,2,2,Budget,0,40.769734,-73.96905699999999
10.9,4.106147173375134,3,2,6,10,0,1,1,0,4,3,Standard,0,40.730006,-73.99731700000001
5.3,1.2724741669081152,1,14,6,3,0,0,1,4,0,3,Standard,0,40.755158,-73.96245
6.5,2.7518819867993964,1,13,6,1,0,0,1,0,0,3,Standard,0,40.758575,-73.983683
42.33,13.837594077580482,1,17,4,6,1,0,0,0,2,1,Premium,1,40.706547,-74.006022
18.5,5.437920858411763,1,9,3,3,1,0,0,4,0,2,Budget,1,40.783767,-73.95447
7.0,1.8178181254755938,2,21,0,3,0,0,0,0,4,3,Standard,0,40.765487,-73.97625500000001
7.5,1.2859903343005388,5,12,2,6,0,0,0,4,4,3,Standard,0,40.78441,-73.95403
4.5,1.0657769315753813,1,11,6,5,0,0,1,0,0,3,Standard,0,40.781858,-73.983039
9.0,2.00002033821716,1,11,4,9,0,0,0,0,0,3,Standard,0,40.750895,-74.005723
8.5,2.4396164474540982,1,11,1,4,0,0,0,0,0,3,Standard,0,40.746542,-73.997586
3.7,0.6919523304028283,1,13,6,8,0,0,1,0,0,3,Standard,0,40.727455,-74.000777
6.9,0.5692069435246682,1,13,4,9,0,0,0,2,2,3,Standard,0,40.77063,-73.91024300000001
8.0,2.058879501919994,1,23,2,2,0,1,0,0,0,3,Standard,0,40.740822,-74.007601
8.0,1.8811490180736588,3,10,6,2,1,0,1,0,0,2,Budget,0,40.79342269897461,-73.97087097167969
17.5,3.6657278501669937,1,18,4,9,1,0,0,0,4,2,Budget,1,40.740367,-73.99149200000001
6.0,1.652359721109458,3,19,5,4,1,0,1,0,0,2,Budget,0,40.786637,-73.97800500000001
13.0,1.4890396729345792,1,14,4,12,0,0,0,0,0,3,Standard,1,40.751307,-73.99413
6.5,1.4351589069674147,1,13,6,9,0,0,1,0,0,3,Standard,0,40.731452,-73.985667
4.5,1.11517557010956,5,2,5,3,0,1,1,0,0,3,Standard,0,40.723943,-73.991697
23.0,5.650284091942849,1,18,1,12,1,0,0,0,0,2,Budget,1,40.784075,-73.973857
8.5,2.4254458790269315,1,18,2,12,1,0,0,4,4,2,Budget,0,40.765157,-73.96603499999999
6.1,2.1210529192750096,1,7,2,3,1,0,0,2,4,2,Budget,0,40.775224,-73.947524
18.5,8.637793058628944,2,6,1,1,0,0,0,0,4,3,Standard,1,40.770778,-73.987471
7.3,2.1864926509271405,1,8,1,7,1,0,0,4,0,2,Budget,0,40.774381,-73.961722
8.0,18.27295981632621,1,22,6,6,0,1,1,4,0,1,Premium,0,40.656992,-73.794038
7.7,2.1023739283454828,1,19,2,8,1,0,0,0,0,2,Budget,0,40.746067,-73.987879
6.1,1.4604310878398907,1,23,6,1,0,1,1,4,0,3,Standard,0,40.759944,-73.9649
10.9,2.48044210518819,3,3,6,7,0,1,1,0,0,3,Standard,0,40.740115,-74.00612199999999
5.3,0.9379125318472297,2,14,5,7,0,0,1,0,0,3,Standard,0,40.721146000000005,-74.004735
16.0,6.996162979161631,1,4,6,7,0,1,1,0,4,3,Standard,1,40.734272,-74.006231
28.1,10.550963014033503,1,20,0,3,1,0,0,2,0,1,Premium,1,40.769852,-73.86358
24.1,11.32261907337798,2,18,0,10,1,0,0,4,0,1,Premium,1,40.809718,-73.95894
15.3,4.837484544439792,1,8,2,10,1,0,0,0,4,2,Budget,1,40.733202,-74.006399
8.5,2.6819752592476926,1,8,3,5,1,0,0,0,0,2,Budget,0,40.732161,-73.996247
9.3,2.036490443988164,1,8,0,1,1,0,0,4,0,2,Budget,0,40.77091,-73.950767
5.0,0.7611104299396044,6,20,0,11,1,0,0,0,0,2,Budget,0,40.736222,-73.997997
3.3,0.900134580711871,6,18,3,5,1,0,0,0,0,2,Budget,0,40.734333,-73.989763
40.5,18.245674474711308,1,19,1,8,1,0,0,0,4,1,Premium,1,40.767145,-73.982573
6.0,2.3341328055910484,1,10,6,4,1,0,1,0,4,2,Budget,0,40.7564582824707,-73.97015380859375
6.1,1.1621969241212742,1,10,6,3,1,0,1,0,0,2,Budget,0,40.742363,-73.99118
5.3,1.2797906897273232,1,12,1,10,0,0,0,2,4,3,Standard,0,40.77365,-73.94573199999999
40.33,7.270368650138449,1,15,3,11,0,0,0,2,4,1,Premium,1,40.769853000000005,-73.864213
14.1,5.265004692112626,5,15,4,10,0,0,0,0,0,3,Standard,1,40.702008,-73.992538
23.0,7.987315503433867,1,7,0,8,1,0,0,4,2,2,Budget,1,40.759440000000005,-73.965192
12.0,3.3179363993545414,1,23,2,2,0,1,0,0,0,3,Standard,0,40.756507,-73.9978
19.3,3.5349180187538587,1,16,6,1,1,0,1,0,1,2,Budget,1,40.718537,-73.98893699999999
7.7,1.607211436320956,2,15,1,12,0,0,0,4,0,3,Standard,0,40.774397,-73.96356999999999
20.0,5.780017723762278,1,21,2,11,0,0,0,0,1,3,Standard,1,40.745740000000005,-73.98711800000001
8.5,1.7816402856239393,1,12,2,2,0,0,0,0,0,3,Standard,0,40.72624969482422,-73.99433898925781
7.5,1.5817023079664891,1,7,6,3,1,0,1,0,0,2,Budget,0,40.75027,-73.991321
5.5,1.1158643858939317,2,5,1,11,0,1,0,0,0,3,Standard,0,40.756962,-73.990127
5.7,0.7915977477424444,1,20,2,2,1,0,0,0,0,2,Budget,0,40.740447,-74.001968
10.5,2.438608610751917,1,21,3,4,0,0,0,0,1,3,Standard,0,40.72697,-73.984063
8.5,2.6086433894777104,1,12,6,2,0,0,1,0,0,3,Standard,0,40.74046,-74.009511
11.5,3.9840505630859826,5,17,5,11,1,0,1,0,2,2,Budget,0,40.762747,-73.9932
13.0,5.288128081051008,1,10,6,6,1,0,1,4,0,2,Budget,1,40.785789489746094,-73.95108032226562
6.9,2.1168054940613175,1,19,0,5,1,0,0,0,4,2,Budget,0,40.749933,-73.981278
10.5,4.029422418418953,1,22,2,7,0,1,0,1,1,3,Standard,0,40.717884000000005,-73.957837
6.5,2.3692817515155866,1,19,0,10,1,0,0,0,0,2,Budget,0,40.796008,-73.972638
6.1,2.0697829186220016,1,19,0,9,1,0,0,0,0,2,Budget,0,40.736455,-73.98177199999999
8.0,1.2763982675230179,3,19,1,3,1,0,0,4,0,2,Budget,0,40.76145553588867,-73.96603393554686
15.0,4.948737301850455,1,12,6,6,0,0,1,4,0,3,Standard,1,40.768237,-73.958855
6.1,1.1778596462169693,1,18,6,9,1,0,1,4,0,2,Budget,0,40.757079,-73.960728
8.5,2.8198055315205584,1,14,5,11,0,0,1,4,0,3,Standard,0,40.774442,-73.953323
26.67,9.05665314135314,1,23,2,10,0,1,0,2,0,1,Premium,1,40.77417,-73.872879
10.9,4.817564629640222,1,4,5,5,0,1,1,0,2,3,Standard,0,40.742663,-73.98405600000001
14.0,5.524480439949448,1,14,5,3,0,0,1,2,0,3,Standard,1,40.771679,-73.947248
3.5,0.555820249364635,2,8,2,6,1,0,0,4,0,2,Budget,0,40.75736618041992,-73.96685028076173
12.9,5.228871893964773,1,7,5,7,1,0,1,0,0,2,Budget,1,40.743727,-73.981735
5.0,1.0499071224776888,1,16,4,2,1,0,0,0,0,2,Budget,0,40.725122,-73.99509
9.7,1.1506149927974494,1,0,5,5,0,1,1,0,0,3,Standard,0,40.75933,-73.98956
8.9,3.0392868518410596,1,2,2,7,0,1,0,0,0,3,Standard,0,40.730172,-74.00416
20.0,9.07396613747259,3,18,5,12,1,0,1,0,4,2,Budget,1,40.780847,-73.981565
15.5,4.034683237412729,1,21,4,9,0,0,0,0,0,3,Standard,1,40.707092,-74.004295
13.7,6.717852141897483,1,22,3,8,0,1,0,0,4,3,Standard,1,40.793755,-73.97274499999999
14.1,1.7700292094575387,1,12,3,2,0,0,0,0,0,3,Standard,1,40.74062,-73.998168
6.9,0.4758383521825844,2,17,0,2,1,0,0,2,2,2,Budget,0,40.779956,-73.94722800000001
7.7,2.3106232883545808,2,2,4,4,0,1,0,0,0,3,Standard,0,40.73994,-74.005505
8.9,3.446872405459663,1,18,0,11,1,0,0,0,0,2,Budget,0,40.704113,-74.00662
6.9,1.8209329501581222,5,3,6,2,0,1,1,0,0,3,Standard,0,40.728342,-73.981928
38.5,17.52831149618409,1,1,6,3,0,1,1,0,4,1,Premium,1,40.762487,-73.97308199999999
11.3,2.2996068928715045,1,10,4,4,1,0,0,0,4,2,Budget,0,40.763642,-73.97930699999999
9.5,1.3429312399811948,3,16,4,9,1,0,0,0,0,2,Budget,0,40.752135,-73.973783
16.5,7.118907998674846,1,2,5,9,0,1,1,0,2,3,Standard,1,40.740307,-73.97624499999999
6.5,1.7895257120252548,1,7,3,9,1,0,0,0,0,2,Budget,0,40.742194,-73.996928
10.9,3.6981449158796176,2,8,0,1,1,0,0,0,0,2,Budget,0,40.763963,-73.982457
25.5,10.187705818936928,1,7,6,9,1,0,1,2,0,1,Premium,1,40.747396,-73.885909
8.1,2.531925564220941,1,22,4,4,0,1,0,2,4,3,Standard,0,40.78245,-73.94797700000001
11.7,2.625872115730481,2,17,1,7,1,0,0,0,0,2,Budget,0,40.779802,-73.98062900000001
6.9,2.1952963518798967,2,1,5,5,0,1,1,0,0,3,Standard,0,40.749008,-73.972752
3.5,0.2564592341724285,2,12,3,9,0,0,0,0,0,3,Standard,0,40.784472,-73.97954
4.5,1.434372453177691,1,7,0,9,1,0,0,0,0,2,Budget,0,40.752855,-73.981787
28.27,8.846655298255005,1,8,2,4,1,0,0,0,2,1,Premium,1,40.75694,-73.974676
5.7,2.104523740782753,1,6,3,5,0,0,0,0,4,3,Standard,0,40.742481,-73.980471
15.0,5.235900187284409,1,19,1,12,1,0,0,1,0,2,Budget,1,40.686042,-73.996204
6.9,2.5451405299410497,3,21,3,8,0,0,0,0,0,3,Standard,0,40.762758000000005,-74.000807
3.0,0.4518206913916401,2,7,6,6,1,0,1,0,0,2,Budget,0,40.77837371826172,-73.98152923583984
15.5,2.1298005918177747,4,17,5,12,1,0,1,4,0,2,Budget,1,40.761937,-73.965245
7.0,1.2853031067934235,1,14,0,3,0,0,0,0,0,3,Standard,0,40.73545,-73.989785
7.7,2.0948598830588314,1,13,6,2,0,0,1,0,0,3,Standard,0,40.719328,-73.994189
5.5,1.9954920215323593,1,19,4,5,1,0,0,2,4,2,Budget,0,40.78902816772461,-73.94371032714845
6.5,1.5686394006915538,1,15,4,4,0,0,0,0,0,3,Standard,0,40.738202,-73.983502
17.83,2.509851042512666,1,10,4,8,1,0,0,0,4,2,Budget,1,40.735457,-73.982772
8.9,2.830697817557275,1,19,6,2,1,0,1,0,0,2,Budget,0,40.729542,-73.977982
6.0,1.4803159905099448,1,2,5,6,0,1,1,1,1,3,Standard,0,40.699638,-73.919877
8.9,3.3742348689267847,1,6,4,2,0,0,0,2,0,3,Standard,0,40.78459,-73.94964
7.0,1.1897133899524825,1,20,3,2,1,0,0,0,0,2,Budget,0,40.738342,-73.983655
12.1,3.700762870793642,2,15,5,1,0,0,1,0,0,3,Standard,0,40.794125,-73.97064
57.33,20.877542140756095,2,19,1,12,1,0,0,4,0,1,Premium,1,40.648635,-73.783367
6.9,1.8202030692103979,2,5,6,1,0,1,1,0,0,3,Standard,0,40.739367,-74.001465
9.5,3.0858006074867763,1,13,6,10,0,0,1,0,0,3,Standard,0,40.727286,-73.98414
19.5,6.069628597660181,1,15,0,7,0,0,0,4,0,3,Standard,1,40.771497,-73.964893
18.1,6.305329735239511,1,20,4,6,1,0,0,4,0,2,Budget,1,40.757978,-73.966412
7.7,2.2222526611886755,1,1,2,7,0,1,0,0,0,3,Standard,0,40.74015,-74.00565
14.1,5.175167022617017,1,8,0,11,1,0,0,4,0,2,Budget,1,40.78591,-73.953314
6.5,0.6335243484524266,2,18,3,10,1,0,0,0,0,2,Budget,0,40.774623,-73.9811
18.0,6.163766525283543,1,17,3,5,1,0,0,4,0,2,Budget,1,40.773902,-73.95969000000001
25.3,6.770187101549062,2,16,4,11,1,0,0,0,0,2,Budget,1,40.763412,-73.978418
6.9,2.405885814788127,1,17,5,1,1,0,1,0,0,2,Budget,0,40.730888,-73.98349300000001
47.7,11.081510233745465,1,17,3,5,1,0,0,0,2,1,Premium,1,40.760535,-74.00280500000001
5.7,0.9420873889701816,1,11,4,10,0,0,0,0,0,3,Standard,0,40.763543,-73.98596500000001
13.5,4.65848003668117,1,0,5,10,0,1,1,0,2,3,Standard,1,40.757496,-73.989813
5.3,1.520454435689211,1,0,1,4,0,1,0,0,0,3,Standard,0,40.729605,-73.989735
14.5,7.30136429173916,3,2,6,1,0,1,1,0,4,3,Standard,1,40.721272,-74.004645
24.0,7.693420190632649,1,0,5,6,0,1,1,0,0,3,Standard,1,40.718591,-73.988011
5.0,1.025915685865142,1,0,6,8,0,1,1,0,0,3,Standard,0,40.728656,-73.975659
3.7,0.6564736440229352,2,0,5,1,0,1,1,0,0,3,Standard,0,40.761859,-73.986609
16.9,2.5763888532501866,1,18,1,6,1,0,0,0,0,2,Budget,1,40.73686,-73.97829
8.1,0.8637382622354253,5,16,4,5,1,0,0,4,4,2,Budget,0,40.807132,-73.964205
14.1,4.259305442403814,1,15,5,9,0,0,1,0,0,3,Standard,1,40.728607,-74.005395
7.3,2.323602017285447,3,19,1,5,1,0,0,0,0,2,Budget,0,40.745432,-73.984337
3.7,0.6387742303513005,5,15,6,12,0,0,1,0,0,3,Standard,0,40.738085,-74.000015
9.3,2.1458121788569207,1,14,1,5,0,0,0,4,4,3,Standard,0,40.766116,-73.96994000000001
5.3,1.1903030038308802,1,0,6,2,0,1,1,0,0,3,Standard,0,40.763387,-73.97274
10.0,3.415426317462928,1,6,5,1,0,0,1,4,0,3,Standard,0,40.788028717041016,-73.953857421875
14.5,6.800202054762458,2,18,2,9,1,0,0,0,4,2,Budget,1,40.725938,-73.99815
7.0,1.302976177429574,1,19,2,1,1,0,0,4,4,2,Budget,0,40.756252,-73.96193000000001
5.0,1.1438867783927555,2,0,6,9,0,1,1,0,0,3,Standard,0,40.735967,-73.99799300000001
6.1,1.862575310797546,5,15,2,3,0,0,0,0,4,3,Standard,0,40.75587,-73.970665
4.5,1.6535959424243103,1,0,0,4,0,1,0,0,0,3,Standard,0,40.743678,-73.992267
8.0,1.4279834791608872,1,15,5,5,0,0,1,0,0,3,Standard,0,40.752891540527344,-73.97969055175781
5.5,0.9120535944650137,4,17,5,5,1,0,1,1,1,2,Budget,0,40.714123,-73.95187299999999
14.5,2.7938045101446263,1,12,2,8,0,0,0,0,0,3,Standard,1,40.781716,-73.97192
4.5,1.174826488080789,1,22,2,6,0,1,0,0,0,3,Standard,0,40.750647,-73.982765
12.5,2.5397559853685547,1,21,5,10,0,0,1,0,0,3,Standard,1,40.727568,-73.979272
9.5,4.013773201337383,1,8,0,9,1,0,0,4,2,2,Budget,0,40.758196000000005,-73.962816
5.7,0.5827447253526007,3,10,5,9,1,0,1,4,0,2,Budget,0,40.7615,-73.9686
5.7,0.9597232196008976,5,21,5,6,0,0,1,0,0,3,Standard,0,40.722932,-73.989115
7.7,2.1726755583823776,2,20,1,7,1,0,0,4,0,2,Budget,0,40.767467,-73.959252
4.5,0.908272011116018,1,16,2,8,1,0,0,0,0,2,Budget,0,40.768718,-73.98516
8.1,1.0042562855006065,2,23,5,5,0,1,1,0,0,3,Standard,0,40.717943,-73.992063
11.0,3.0343696202989308,1,17,6,11,1,0,1,0,0,2,Budget,0,40.715108,-74.012547
16.0,3.2140581894136018,5,19,1,10,1,0,0,4,0,2,Budget,1,40.769615,-73.962747
4.1,0.8297801576821262,5,8,3,8,1,0,0,4,0,2,Budget,0,40.75768,-73.96635
7.0,1.2925836683368257,1,22,0,5,0,1,0,0,0,3,Standard,0,40.751064,-73.994187
9.0,2.6812833936428135,1,7,0,11,1,0,0,0,0,2,Budget,0,40.7483,-74.003552
29.7,10.024861347433593,1,15,2,11,0,0,0,2,0,1,Premium,1,40.769208,-73.867752
4.0,1.017451045043998,1,22,0,5,0,1,0,0,0,3,Standard,0,40.750068,-73.977195
6.5,2.2766552074863817,1,0,2,1,0,1,0,2,2,3,Standard,0,40.75102996826172,-73.94235229492188
35.3,9.367479960532611,6,16,0,2,1,0,0,2,0,1,Premium,1,40.769012,-73.86276
5.7,2.317506762545469,1,22,2,6,0,1,0,0,4,3,Standard,0,40.784778,-73.97349399999999
8.5,2.1856465107987266,6,18,5,3,1,0,1,0,0,2,Budget,0,40.75469970703125,-73.97724914550781
5.7,1.7678361143168402,5,21,1,3,0,0,0,0,0,3,Standard,0,40.724757,-73.994333
9.0,2.0390141788573914,1,19,5,2,1,0,1,0,0,2,Budget,0,40.75039291381836,-73.99205780029298
4.9,1.0609249608865543,1,8,1,9,1,0,0,4,4,2,Budget,0,40.764185,-73.954308
